"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3071985","-3210607719388810124-1712061816-4","F","p","80","IC","2394","IC2394",,"8000115","19:30:00","19:36:00",NULL,NULL,"1","1","2017-12-06","c064e820","26dc6540","n"
"3071986","-896467019029704641-1712061810-16",NULL,"p","N4","DPN","24227","DPN24227","R5","8000115","19:37:00","19:39:00",NULL,NULL,"4","8","2017-12-06","2123b293","26dc6540","n"
"3071987","3665172421452172632-1712061916-10","N","p","K4RB","RB","24934","RB24934","52","8000115","19:56:00","19:59:00",NULL,NULL,"9","9","2017-12-06","40b470ea","26dc6540","n"
"3071988","-1648623908979716185-1712061623-35","N","p","K4RB","RB","24843","RB24843","45","8000115","19:29:00","19:29:00",NULL,NULL,"37","37","2017-12-06","6548f03d","26dc6540","n"
"3071989","434699660439512752-1712061715-5","F","p","80","ICE","633","ICE633",,"8000115","19:54:00","20:06:00","19:56:00","20:08:00","4","4","2017-12-06","f810aad3","26dc6540","n"
"3071990","-5977772712600418099-1712061920-1","N","p","K4RB","RB","24937","RB24937","52","8000115",NULL,NULL,"19:20:00","19:20:00","9","9","2017-12-06","5d031655","26dc6540","n"
"3071991","-714502887999054006-1712061811-3","F","p","80","ICE","1645","ICE1645",,"8000115","19:12:00","19:16:00","19:14:00","19:18:00","7","7","2017-12-06","13269028","26dc6540","n"
"3071992","4013954145748005095-1712061755-9",NULL,"p","M8","M","79037","M79037",,"8000116","19:14:00","19:15:00","19:16:00","19:16:00","1","1","2017-12-06","19dccedf","d7f2e11c","n"
"3071993","-5202321219829263308-1712061420-14","F","p","80","EC","117","EC117",,"8000116","19:31:00","19:35:00","19:33:00","19:37:00","1","1","2017-12-06","79a15db6","d7f2e11c","n"
"3071994","1441165368638117062-1712061920-1","N","p","07","RB","27454","RB27454",,"8000116",NULL,NULL,"19:20:00","19:20:00","4","4","2017-12-06","1fe19cdb","d7f2e11c","n"
"3071995","-348518384752796947-1712061850-6","N","p","07","RB","27492","RB27492",,"8000116","19:09:00","19:10:00",NULL,NULL,"5","5","2017-12-06","2576983a","d7f2e11c","n"
"3071996","-1534287158490938886-1712061848-8","N","p","07","RB","27536","RB27536",,"8000116","19:11:00","19:11:00",NULL,NULL,"1a","1a","2017-12-06","bc494a6f","d7f2e11c","n"
"3071997","5147655624415328610-1712061850-11","N","p","07","RB","27417","RB27417",,"8000116","19:57:00","19:58:00",NULL,NULL,"4","5West","2017-12-06","82408083","d7f2e11c","n"
"3071998","6141904529562646199-1712061925-1","N","p","07","RB","27493","RB27493",,"8000116",NULL,NULL,"19:25:00","19:25:00","5","5","2017-12-06","826a7e6b","d7f2e11c","n"
"3071999","1954042006207132554-1712061915-4",NULL,"p","M8","M","79042","M79042",,"8000116","19:47:00","19:47:00","19:49:00","19:49:00","3","3","2017-12-06","d64fc5a7","d7f2e11c","n"
"3072000","-6121354503909813331-1712061852-5","N","p","07","RB","27453","RB27453",,"8000116","19:15:00","19:15:00",NULL,NULL,"4","4","2017-12-06","f51e2392","d7f2e11c","n"
"3072001","-5538433265080522526-1712061920-1","N","p","07","RB","27535","RB27535",,"8000116",NULL,NULL,"19:20:00","19:20:00","1a","1a","2017-12-06","cc51795a","d7f2e11c","n"
"3072002","-6380059645388683444-1712061842-10","N","p","05","RB","15628","RB15628","51","8000117","19:30:00","19:57:00","19:31:00","19:59:00","3","3","2017-12-06","451cddce","2f57c5ef","n"
"3072003","-4467477448777490658-1712061913-1","N","p","K4RB","RB","25736","RB25736","46","8000117",NULL,NULL,"19:13:00","19:13:00","18","18","2017-12-06","85d097fa","7db8e067","c"
"3072004","-6331514567205754705-1712061918-4","N","p","05","RB","15629","RB15629","51","8000117","19:29:00","19:29:00","19:30:00","19:43:00","2","1","2017-12-06","f086c586","9525b352","c"
"3072005","5196601445751153684-1712061908-8","N","p","05","RE","4531","RE4531","50","8000117","19:53:00","19:57:00","19:53:00","19:58:00","2","2","2017-12-06","9471e655","dc9d07db","n"
"3072006","-764931306336839547-1712061826-6","N","p","05","RE","4526","RE4526","50","8000117","19:02:00","19:07:00","19:03:00","19:09:00","3","3","2017-12-06","e19b8a82","604b677b","n"
"3072007","-6017102686787504234-1712061811-20","N","p","K4RB","RB","25739","RB25739","46","8000117","19:45:00","19:46:00",NULL,NULL,"18","18","2017-12-06","27db2cce","df172e47","n"
"3072008","8877112849291727300-1712060854-32","F","p","81","IC","118","IC118",,"8000118","19:44:00","19:53:00","19:46:00","19:53:00","7","8","2017-12-06","f2bdaf27","151d3682","n"
"3072009","-8344741007081189426-1712061820-10","N","p","03","RE","10228","RE10228","2","8000118","19:06:00","19:06:00","19:08:00","19:08:00","4","4","2017-12-06","f2b901d0","151d3682","n"
"3072010","5514670314730071856-1712061901-1","D","p","AR","ABR","89407","ABR89407","RB46","8000118",NULL,NULL,"19:01:00","19:01:00","25","25","2017-12-06","ecc6e806","151d3682","n"
"3072011","9221625940303425685-1712061822-9","N","p","03","RE","11243","RE11243","42","8000118","19:26:00","19:30:00","19:26:00","19:32:00","7","7","2017-12-06","bb55db3f","151d3682","n"
"3072012","-8597033347553503535-1712061830-12","D","p","R2","ERB","89894","ERB89894","RE3","8000118","19:28:00","19:55:00","19:29:00","19:56:00","5","5","2017-12-06","0289ebfc","151d3682","n"
"3072013","7151881917849980267-1712061845-6","D","p","R2","ERB","89893","ERB89893","RE3","8000118","19:28:00","19:29:00","19:29:00","19:30:00","6","6","2017-12-06","86c79343","151d3682","n"
"3072014","-8122367746725237606-1712061907-4","S","p","03","S","31259","S31259","2","8000118","19:18:00","19:18:00","19:19:00","19:19:00","7","7","2017-12-06","0dec83d2","151d3682","n"
"3072015","779470163535589794-1712061904-6","D","p","AR","ABR","89406","ABR89406","RB46","8000118","19:26:00","19:31:00",NULL,NULL,"25","25","2017-12-06","65d27f24","151d3682","n"
"3072016","-6258091537157081034-1712061827-11","S","p","03","S","30230","S30230","2","8000118","19:01:00","19:49:00","19:02:00","19:42:00","5","7","2017-12-06","dd612aee","24c1e1cc","n"
"3072017","-5995884654679675158-1712061931-1","D","p","AR","ABR","89409","ABR89409","RB46","8000118",NULL,NULL,"19:31:00","19:31:00","25","25","2017-12-06","ecc6e806","151d3682","n"
"3072018","-5524702731542660499-1712061907-11","S","p","03","S","31258","S31258","2","8000118","19:41:00","19:58:00","19:42:00","19:59:00","4","4","2017-12-06","4906edb3","151d3682","n"
"3072019","9090728471322994660-1712061935-7","S","p","03","S","30233","S30233","2","8000118","19:58:00","19:58:00","19:59:00","20:01:00","6","7","2017-12-06","33f099a9","c99d7a50","c"
"3072020","4086513929874472277-1712061906-6","N","p","03","RE","10231","RE10231","2","8000118","19:52:00","19:57:00","19:53:00","19:58:00","7","8","2017-12-06","d18b9301","151d3682","n"
"3072021","-6402686174748259117-1712061845-11","N","p","03","RE","11240","RE11240","42","8000118","19:31:00","19:32:00","19:32:00","19:34:00","4","4","2017-12-06","97faf90f","151d3682","n"
"3072022","-2276068867316909569-1712061634-9","F","p","80","IC","2207","IC2207",,"8000118","19:34:00","19:51:00","19:36:00","19:52:00","5","5","2017-12-06","de5790d7","151d3682","n"
"3072023","902803837456127986-1712061934-6","D","p","AR","ABR","89408","ABR89408","RB46","8000118","19:56:00","20:00:00",NULL,NULL,"25","25","2017-12-06","65d27f24","151d3682","n"
"3072024","851761841457744183-1712061807-8","N","p","07","RE","57417","RE57417",,"8000119","19:09:00","19:10:00","19:10:00","19:10:00","2","2","2017-12-06","d4ab5b74","ff51c830","n"
"3072025","-4549946667211663649-1712061914-1","S","p","07","S","8403","S8403","4","8000119",NULL,NULL,"19:14:00","19:14:00","3","3","2017-12-06","febc2019","ff51c830","n"
"3072026","3396411556503392031-1712061846-12","D","p","Y8","BRB","86555","BRB86555",,"8000119","19:29:00","19:29:00","19:30:00","19:32:00","4","4","2017-12-06","569be6e6","ff51c830","n"
"3072027","-8337912676849869996-1712061858-10","D","p","Y8","BRB","86554","BRB86554",,"8000119","19:56:00","19:58:00",NULL,NULL,"5","5","2017-12-06","680f5efd","ff51c830","n"
"3072028","7348928488676693106-1712061741-32","S","p","07","S","6490","S6490","4","8000119","19:09:00","19:09:00",NULL,NULL,"4","4","2017-12-06","d146d7e3","ff51c830","n"
"3072029","7199233826190579394-1712061751-34","S","p","07","S","6492","S6492","4","8000119","19:30:00","19:44:00",NULL,NULL,"3","3","2017-12-06","a75a4e16","ff51c830","n"
"3072030","-2472101003762651907-1712061806-12","N","p","07","RE","57515","RE57515",,"8000119","19:36:00","19:55:00","19:37:00","19:57:00","2","2","2017-12-06","1f906912","ff51c830","n"
"3072031","5619443554943316706-1712061804-15","D","p","Y8","BRB","86552","BRB86552",,"8000119","19:26:00","19:31:00","19:30:00","19:32:00","5","5","2017-12-06","cf5d352d","ff51c830","n"
"3072032","-702188407929349652-1712061954-1","S","p","07","S","8407","S8407","4","8000119",NULL,NULL,"19:54:00","20:00:00","3","3","2017-12-06","4b07a8a8","ff51c830","n"
"3072033","7815712860742264631-1712061851-3","N","p","07","RE","57588","RE57588",,"8000119","19:21:00","19:21:00","19:22:00","19:22:00","1","1","2017-12-06","bb96e84f","ff51c830","n"
"3072034","-8967280523556650876-1712061821-32","S","p","07","S","6494","S6494","4","8000119","19:45:00","19:45:00",NULL,NULL,"4","4","2017-12-06","d146d7e3","ff51c830","n"
"3072035","7437057484485322739-1712061838-8","N","p","05","RB","58071","RB58071",,"8000120","19:25:00","19:35:00","19:26:00","19:35:00","6","6","2017-12-06","b37626a6","3452d5b2","n"
"3072036","112138549852363279-1712061834-14","N","p","05","RE","4623","RE4623","55","8000120","19:54:00","20:17:00","19:56:00","20:17:00","7","7","2017-12-06","c2b000ac","87f34087","n"
"3072037","-8636949297921472620-1712061907-1","D","p","EB","EB","80699","EB80699","50","8000120",NULL,NULL,"19:07:00","19:07:00","2","2","2017-12-06","7fcd8917","3452d5b2","n"
"3072038","6203687244363092111-1712061738-23","N","p","07","RB","58066","RB58066",,"8000120","19:32:00","19:37:00",NULL,NULL,"4","4","2017-12-06","3a32a68f","3452d5b2","n"
"3072039","7454074151859578737-1712061806-23","N","p","05","RB","15253","RB15253","58","8000120","19:46:00","19:46:00",NULL,NULL,"8","7","2017-12-06","1a5c7260","3452d5b2","n"
"3072040","-2871733183982115090-1712061801-21","D","p","EB","EB","80694","EB80694","50","8000120","19:41:00","19:41:00",NULL,NULL,"2","2","2017-12-06","5d2d2921","3452d5b2","n"
"3072041","-1257794751364678268-1712061725-7","N","p","07","RE","4624","RE4624","54","8000120","19:01:00","19:01:00","19:04:00","19:04:00","5","5","2017-12-06","945187f9","3452d5b2","n"
"3072042","3180077260632568766-1712061902-2","N","p","05","RB","13525","RB13525","35","8000121","19:11:00","19:12:00","19:11:00","19:12:00","4","4","2017-12-06","bbd7aad8","266d61bc","n"
"3072043","2871870071494600640-1712061850-15","N","p","06","RB","13522","RB13522","35","8000121","19:47:00","19:47:00","19:47:00","19:48:00","4","4","2017-12-06","8cd2e2af","266d61bc","n"
"3072044","-7874979576886238414-1712061926-6","N","p","V6RB","RB","29580","RB29580","33","8000121","19:52:00","19:53:00","19:53:00","19:53:00","1","1","2017-12-06","03c65ce0","266d61bc","n"
"3072045","-4561366373544923849-1712061807-13","N","p","V6RB","RB","29581","RB29581","33","8000121","19:06:00","19:06:00","19:07:00","19:07:00","2","2","2017-12-06","2d041a7c","266d61bc","n"
"3072046","-8538139567384639361-1712061905-1","N","p","07","RE","59228","RE59228",,"8000122",NULL,NULL,"19:05:00","19:05:00","4","4","2017-12-06","ee12025e","f6c0866f","n"
"3072047","-3193177577249731825-1712061925-1","N","p","07","RB","58130","RB58130",,"8000122",NULL,NULL,"19:25:00","19:27:00","7","7","2017-12-06","86480f64","f6c0866f","n"
"3072048","-2160965190301674304-1712061734-15","N","p","07","RE","57316","RE57316",,"8000122","19:20:00","19:21:00",NULL,NULL,"4","4","2017-12-06","e6f39aea","f6c0866f","n"
"3072049","-8768139232536300322-1712061935-1","N","p","07","RB","59161","RB59161",,"8000122",NULL,NULL,"19:35:00","19:36:00","2","2","2017-12-06","f13197f0","f6c0866f","n"
"3072050","8149160352365951609-1712061839-10","N","p","07","RE","59131","RE59131",,"8000122","19:30:00","19:31:00","19:35:00","19:36:00","5","5","2017-12-06","a0aa1fe1","bf939c85","n"
"3072051","9073268468417038874-1712061741-15","N","p","07","RB","58127","RB58127",,"8000122","19:29:00","19:30:00",NULL,NULL,"7","7","2017-12-06","f7912b11","f6c0866f","n"
"3072052","-1438728443316313673-1712061729-19","N","p","07","RB","59104","RB59104",,"8000122","19:20:00","19:25:00","19:25:00","19:27:00","3","3","2017-12-06","8f9501de","f6c0866f","n"
"3072053","-5526936810279189359-1712061907-8","N","p","07","RE","59221","RE59221",,"8000122","19:54:00","19:54:00",NULL,NULL,"2","2","2017-12-06","0be6e3cb","f6c0866f","n"
"3072054","-5344102717189017278-1712061740-24","N","p","03","RB","11437","RB11437","24","8000123","19:41:00","19:41:00",NULL,NULL,,,"2017-12-06","a7daae85","8a2bed9b","n"
"3072055","3336246728790039741-1712061713-18","N","p","03","RE","11351","RE11351","22","8000123","19:02:00","19:02:00",NULL,NULL,"3","3","2017-12-06","fead7ea3","8a2bed9b","n"
"3072056","-7165003942046254261-1712061835-17","N","p","05","RB","11362","RB11362","22","8000123","19:53:00","19:54:00",NULL,NULL,"1","1","2017-12-06","666bc0cc","8a2bed9b","n"
"3072057","7514691350380526834-1712061835-1","N","p","05","RE","11362","RE11362","22","8000123",NULL,NULL,"19:56:00","19:56:00","1","1","2017-12-06","ddbc68bc","8a2bed9b","n"
"3072058","3870216146071747609-1712061713-1","N","p","03","RB","11351","RB11351","22","8000123",NULL,NULL,"19:03:00","19:03:00","3","3","2017-12-06","1934ead0","8a2bed9b","n"
"3072059","4044734794432597143-1712061831-11","N","p","05","RB","15126","RB15126","41","8000124","19:28:00","19:27:00","19:40:00","19:43:00","1","1","2017-12-06","70e3ee43","7e59ca9a","n"
"3072060","3560600974320004730-1712061823-18","N","p","K4RB","RB","24853","RB24853","45","8000124","19:38:00","19:38:00","19:47:00","19:47:00","11","11","2017-12-06","beb4c59d","7e59ca9a","n"
"3072061","2464092887007415000-1712061813-20","N","p","K4RB","RB","25734","RB25734","46","8000124","19:46:00","19:47:00",NULL,NULL,"15","15","2017-12-06","85d097fa","7e59ca9a","n"
"3072062","-1752863547828067913-1712061822-3","N","p","K4RE","RE","24976","RE24976","98","8000124","19:02:00","19:12:00","19:09:00","19:17:00","1","1","2017-12-06","9ce4d562","7e59ca9a","n"
"3072063","-3259807515759754395-1712061911-1","N","p","K4RB","RB","25741","RB25741","46","8000124",NULL,NULL,"19:11:00","19:11:00","13","13","2017-12-06","eafe6324","7e59ca9a","n"
"3072064","-8318238223130309760-1712061833-13","N","p","05","RB","15127","RB15127","40","8000124","19:14:00","19:15:00","19:22:00","19:22:00","4","4","2017-12-06","d073a6f3","7e59ca9a","n"
"3072065","-5545459221704245976-1712061831-11","N","p","05","RB","15026","RB15026","41","8000124","19:28:00","19:27:00","19:39:00","19:42:00","1","1","2017-12-06","290aaa0e","7e59ca9a","n"
"3072066","-1161964117237758302-1712061735-18","N","p","K4RB","RB","24852","RB24852","45","8000124","19:15:00","19:16:00","19:21:00","19:25:00","11","11","2017-12-06","5426a7cf","7e59ca9a","n"
"3072067","-7784730905474515151-1712061916-1","N","p","05","RE","4292","RE4292","25","8000124",NULL,NULL,"19:16:00","19:21:00","9","9","2017-12-06","7c51cd1e","7e59ca9a","n"
"3072068","-9025994680229726682-1712061710-11","F","p","80","IC","2274","IC2274",,"8000124","19:33:00","19:38:00","19:35:00","19:39:00","2","2","2017-12-06","2a5460c7","7e59ca9a","n"
"3072069","9146158188932936650-1712061935-1","N","p","05","RB","15097","RB15097","49","8000124",NULL,NULL,"19:35:00","19:36:00","5","5","2017-12-06","f5349371","7e59ca9a","n"
"3072070","736312900244968929-1712061823-10","N","p","05","RE","4165","RE4165","30","8000124","19:51:00","19:52:00","19:53:00","19:53:00","3","3","2017-12-06","bb8dc7ba","7e59ca9a","n"
"3072071","-439706019619471967-1712061901-10","N","p","05","RE","15794","RE15794","30","8000124","19:58:00","19:57:00",NULL,NULL,"11","11","2017-12-06","44a7a909","7e59ca9a","n"
"3072072","-2547265965526267216-1712061854-6","N","p","K4RE","RE","24969","RE24969","99","8000124","19:46:00","19:47:00",NULL,NULL,"1","1","2017-12-06","e92033f6","7e59ca9a","n"
"3072073","-95997137753892901-1712061828-14","N","p","05","RB","15027","RB15027","41","8000124","19:18:00","19:18:00","19:22:00","19:22:00","4","4","2017-12-06","c19d2dbc","7e59ca9a","n"
"3072074","775522682322284672-1712061822-3","N","p","K4RE","RE","24476","RE24476","98","8000124","19:02:00","19:12:00","19:05:00","19:15:00","1","1","2017-12-06","86000925","7e59ca9a","n"
"3072075","3108742189695392157-1712061909-6","D","p","N2","NWB","75239","NWB75239","RB44","8000125","19:30:00","19:31:00","19:30:00","19:32:00","1","1","2017-12-06","d8f6aa60","93d7f70b","n"
"3072076","-4596138475134905732-1712061833-9","D","p","N2","NWB","75371","NWB75371","RE14","8000125","19:09:00","19:11:00","19:10:00","19:11:00","2","2","2017-12-06","97257a7e","93d7f70b","n"
"3072077","-2369808335223810897-1712061753-23","S","p","03","S","31914","S31914","9","8000125","19:05:00","19:05:00","19:05:00","19:06:00","1","1","2017-12-06","ee8e3787","93d7f70b","n"
"3072078","-4441991345468506367-1712061914-4","D","p","N2","NWB","75238","NWB75238","RB44","8000125","19:26:00","19:26:00","19:27:00","19:27:00","2","2","2017-12-06","4084b496","93d7f70b","n"
"3072079","2186962416329061153-1712061931-4","D","p","N2","NWB","75366","NWB75366","RE14","8000125","19:50:00","19:50:00","19:51:00","19:51:00","1","1","2017-12-06","2ccfe0b1","93d7f70b","n"
"3072080","-3977901993131024459-1712061933-6","S","p","03","S","31921","S31921","9","8000125","19:55:00","19:55:00","19:55:00","19:55:00","2","2","2017-12-06","998a8e87","93d7f70b","n"
"3072081","2401535563764512939-1712061913-4","N","p","05","RE","4579","RE4579","70","8000126","19:40:00","19:45:00","19:40:00","19:47:00","4","4","2017-12-06","c0bc6fca","e21aa622","n"
"3072082","-4139793188613553975-1712061920-10","S","p","05","S","35765","S35765","7","8000126","19:55:00","20:09:00",NULL,NULL,"5","5","2017-12-06","193df7ae","e21aa622","n"
"3072083","1156232444688345449-1712061850-10","S","p","05","S","35763","S35763","7","8000126","19:31:00","19:34:00",NULL,NULL,"5","5","2017-12-06","193df7ae","e21aa622","n"
"3072084","-4452382803189902859-1712061839-10","N","p","06","RE","4578","RE4578","70","8000126","19:19:00","19:25:00","19:19:00","19:26:00","3","3","2017-12-06","973a86f6","e21aa622","n"
